label,text_stripped
1f621,뉴스  비디오머그 체포된 정유라 은신처엔 주인 잘못 만난 개와 고양이 12마리 1397223 냥이들아 
1f44c,      카카오톡  125 먹튀검증 가입시 5천원 지급 가입첫충 31 52 지급 가입 첫충 15 매일 첫충1 매충 5
270b, 여기요
1f605,식사는 잘 챙기려고 하고 있어 헤헤 고생은 좀 늦게 일어났었더니 하루가 바빠져서 그럭저럭 괜찮았지요 자고 있을 시간이려나 잘 자고 있었으면 좋겠네
1f64c,엣 그렇담 감사히헤헿 저도 즐거웠어요 푹 주무시고 언제든 찔러주세요 
1f60c,헉 이름이 귀엽다니 고마워요  멋진 칭찬
1f621, 누가 그딴소리를해요 늘솜님 엘리 우주최강잘어울리시구 귀여운데 자기가 엘리못해서 그런가보죠뭐ㅓ 에휴
1f623,2열이지만 극싸라서 차마 누군가를 놀릴 수 없다 
1f440,세상 혼자살아 우리언니 예뻐요 예뻐 
1f62b,ㅇ ㅏ마 그날 제 신간같은거보다 제 몰골이 제일 재미있을것입니다밤새일하거 갈 예정인ㅋㅋㅋ ㅋ ㅋ  ㅋ ㅋ ㅋ안가는게 나을가여 다들 절 무서워하시명 어떡하져 엏흣 
1f62c, 방탄시스템 스티커가 드디어 도착했어용 홀로롤러홀로그램 너무 이쁘구요 유용하게 잘 붙이고 다니겠습니다 
1f60b,희힇  쟌의습격  맞서싸움 
1f634, 힐러 오늘도 수고많아쪄 내일도 일찍 일어나야하니깐 언능 환나잇 하는걸로 
1f616,이제 난 혼자야 난 혼자 잘 할수 있을까요 진짜 겁나요 ㅠㅠㅠㅠ 매일 매일 죽고 싶은 생각이 들었어요 너무 힘들어요 어떻게 하면 좋을까요 왜 나만 그렇게어려운거니
1f610,지금까지 신청하신 자살방법입니다 옆의 수는 몇분이신지 교살 3 독약투여 1 여러분 이외에도 자살방법은 아주 많답니다 
1f44a,ㅋㅋ ㅋㅋㅋ헤헤 지금 로드호그얻었ㅇㅓ요 화이팅 
1f64a,나 셜록 보는중 꺄 
1f622,으ㅇ 멍뭉이즈 ㅅ고시프ㄷ 
1f60a, 새해 복 많이 받으세요 
1f440, 오늘은 7번째 편지입니당 용국오빠 오늘도 제 편지를 보고 힘을 얻길 바래요 추우니까 따뜻한 이불 덮고 잘자고 좋은 꿈 꿔요 사랑해  입니다 
1f624,ㅋㅋㅋ 
1f62c,곧 첫눈을 기다려도 발표할게요 
1f44d, 트위터에 늦게 들어와서 못 찾다가ㅜㅜ 그래도 잘 찾았어요 감사합니당 요섭데이끝나면 쓸께요 고맙습니다 
1f44a,투표해요 스밍해요 틴탑엔젤 빠이팅     
1f605,추천할께요라고는 못할 일반적이에요 
1f498,정국이랑 영화도 보고 밥도 먹고 싶죠 나 혼자 뽀뽀하는 상상에 웃곤 하죠 내 모습 정말 우습네요  사랑의 화살이라도 정국에게 쏴서 나를 좋아하게 된다면 
1f60d,참 멋있어 
1f64f,감사합니다새해 복 많이 받으세요 메시지 좋아하는 친구 너무 너무 행복합니다
1f44d, 16129 또까 저 봉투 받으셨을 아로하 부럽습니다    
1f610, 실례합니다 
1f608,친구 영원히 88
1f60e, 새해라고 처묵한 쌀떡국 오뚜기라서 씨유에서 3개 구입 나름 가성비가 좋다능        
1f52b,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 정말다시태어나는게 빠르지않을까 
1f64f,짜잔 오늘 포겟미낫이 3주년이 되었어요 그간 개인적인 일로 바쁜탓에 죄송하게도 착실하게 운영하지는 못했지만 응원해주시는 분들 덕에 오늘도 천천히 걸어갈 힘을 얻어갑니다 앞으로도 지켜봐주시고 아껴주시길 부탁드릴게요 모두 감사합니다 
2665,19금 채팅어플 사이트바로가기  클럽만남     4대노처녀    
1f44d,아무계란대잔치라니 말도 너무 귀엽잖아요ㅠㅁㅠㅋㅋㅋㅋㅋㅋㅋ ㅎ헉 좋아요 기대할게요 멜로님 
1f61c,오늘 결제하는거야 꼭이야 
1f623,오빠 보고싶어 
1f618, 나는 우리가 시간에 마지막 사진 팬에서 사랑에 대한 많은 사랑을 감소하기 때문에 모두가 새해를 즐길 바랍니다  
1f62b,조금만 더 
270b,나두 
270c,홧팅 홧팅  
1f624,왜냐면 다 액체니까 세상에 릴리 그거만 먹구 배가 차겟서 하지만 오늘은 지눙 이븐 사진이 올라왔으니 용서해쥬겟서 누구맘대로 먹을거 더 업서 
1f604,으앙 정말이예요 이 다른 느낌이 너무나 좋아요 배경을 레이첼양과 꼬또가 자기 느낌대로 소화해버린듯한 
1f624,희희 뮤언니를 위해서라면 못할게없지 
1f618,한 살 차이라니 ㅠㅠㅠ 본명은 유정이니까 우쥬랑 유정 중에 편한 걸로 불러 줘 
1f60d, 유검 
1f44d,마져 우주메이저임 
1f49c, 사랑해 
1f60c,엗 안요 그런 거 업답니다 히히 걱정해 쥬셔써 구냥 잠이 갑자기 깻어요 흑 흑  자야 대 
1f52b, 나가
270c,맞아 오늘 바람이 세더라고 앗차 오늘은 가족들이랑 외식하러 나왔어 맛있는거 먹는다 너무 행복해 와카는 밥 먹었어
1f62d,   감사합니다  
1f64c,스밍권이 없는 아이디는  요기로 스밍권이 있는 아이디는  요기로 이제 아이디만 있으면 스밍권 여부에 상관없이 신화 1위에 성큼 
1f61e,잘자 
1f613,아  웨왜웨   
1f49c,  9 99년생 올순 갠팬잡팬얼빠무개념 가립니다 욕트 가끔 출몰합니다 관심은 아주 좋아해요 멘션 스루는 고의가 다시 보내주세요 뎀은 좀 늦어요 
1f60f,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂㅋㅋㅋㅋㅋㅋㅎㅎㅎㅎ누군지 제대로 안적어둿는데 허허 
1f44f,괜찮아괜찮아 
1f60c,기다림의 시간은 길지만 만남의 시간은 짧죠 상대방이 기다림의 시간을 알 수 있는것도 아니죠뭔가 아침부터 심오한 철학을 만난것 같아요 
1f60b,후흣 전 세하님의 츠카사쨩을 어제도 보았지요  어서 실제로 보고 만지고 싶은 마음 백퍼입니댯ㅅ 
2764,오늘두 이쁜 캡틴 
1f633,아픈심장에는 지훈옵이 약이래 
1f611,드릴이 아니라 송곳이었 나요 
270c,아 야호님이였구낰ㅋㅋㅋㅋㅋㅋㅋ어후 깜딱아ㅋㅋㅋㅋㅋ암튼 내일 만나요 
1f622,흡 아직도 목소리가 귀에서 울려 13시즌 트웨 진짜 애잔했지만 내가 정말정말 사랑했고 푸레이저페어 전관한건 덕생에 손에꼽게 잘한일이고 문스틴 아니고 문리 봤던것도 내 덕생의 행운중 하나라고 생각함 문리 동스틴 다시 와주세요 
1f64f,ㅠㅠㅠㅜ감사합니다 진짜 반갑구요ㅠㅠㅠ 편안한 밤 되세요 
1f61c, 알티잡으라왔숩니당 선팔하구갈게요 
1f616,리나님 더욱 행복한 217년 되세요 
1f618,      오빠 너무 보고싶어요 잘자요 
1f648,하모니카요 ㅏ소근소근
1f60f,언샵 
1f609,그 행성 제가ㅏ 다시 복구 시켰어ㅓ요 
1f61e,어머 다음앨범 팬싸가 언제일지 
1f3a7, 잠시후      의  오픈 오늘은  씨와 함께하는  서인국의 깜짝 미션곡도 함께합니다  으로 같이들어요 
1f52b,노크 엉덩이를 잊어주세요 ㅇ오너가 고통받ㄱ잇름ㅇㄷ니다 노크 주거라 
1f633, 이럴수가 그럼 깨어난포스 보세요ㅎㅎㅎ
1f622,18일 솜 마티네 보이면 저 좀 
1f64a,오오 앗 완전괜찮아요좋아요 컬러설정해주신다니 진짜ㅠ너무너무 감사하게생각합니다ㅏ 
270c, 자오늘도 빠이띵하자 217년도 렛츠고 좋은하루 
1f480,3주만에 피아노 뚜껑을 열었는데 다 처음 치는 것 같고 너무 신나네 
1f634, 근짱 안녕히 주무세요 
1f495, 보검아 요즘 날씨가 많이 춥지 않아서 다행이다 푹 잘잤엉 오늘 하루도 행복하고 즐겁게 보내 
1f614,진짜 욕먹고 뽑을거아니면 단호박 좀잡솨 너만 스트레스받아 
1f62b,나는 에게 많은 포옹을하고 싶다  아  위해 그것을 할 
1f609,감사감솨합니댬 
1f64c,헉 그런 거였군요 알려주셔서 감사합니다 
1f64f,인간을 사랑하셔 친히 굽어살피사 기범이시여 
1f62c, 최젤로가 우리의 잠을 부수고있으니까 나는 아파트뽑으러 가야겠디 
2665, 후드담요 2차 공구합니다 우포7원 양식후드이름색상수량입금일 부들부틀한 재질이에요 실사 멘션주세요 
1f44f, 아이나  봤어요 진짜 최고에요 너무 멋지다 쇼케이스의 영상도 봤어좋았어요 홍토니 오츠카레사마 그리고 앞으로도 화이팅 
1f44c,216  가요대축제 2부  이 세상 아버지들을 위한 노래 정은지함춘호기타 3872 
1f620,틧터에 뜨드랑 
1f62a,비비님도 졸리시군요 
1f608, 오늘 불금 내 멘탈이 불타는 날 
1f494,               
1f44d,우와진짜이뻐요 
1f60f,그건 할리와 조커를 이길 수가 없겠는데 신박은 자신 있지만 광적인 건 영 내 범위가 아니라서 말이야 
1f499, 최애사진들고 슝슝 16민석 
1f44d,헉 크게 웃으면 진짜 뿌듯할 것 같아요 만약 크게 웃어주면 덩달아 더 웃지않을까싶고 헉 리아트님 캐가 더 귀엽거든요 헛 조아요 핸드폰으로 엄청 진지하게 심혈을 기울여찍어서 보여줘야지 대빵 가까이 대줌
2764, 오늘 하루도 행복하고 좋은 일들만 가득하길 
1f60e,진짜 구오즈 브로맨스 보면서 엄마 미소인 나를 발견ㅋㅋㅋ 성재 운전하는거 보면서 조심해 성재야 하다가도 한방 주차 할때는 남자다 하곸ㅋㅋㅋㅋ 그러치 주차는 한방이지ㅋㅋㅋ 누나도 주차 잘해ㅋㅋ 
1f622,네ㅠㅠ죄송해요 
1f64f,묘료님 전환이 굉장히 빠르시네여헿ㅎㅎ 안녕히주무시고 좋은꿈꾸셔요 최애나오셔라 
1f60a,허억ㅠ 막 ㄱ그 그 두개 달린것도 좋을듯 싶어요 이거랑 이거랑 
1f610,평생 솔로가 되는건 아닐까 생각듕 쏘 암울 
1f614, 찬아 복주머니 보여줘 옷 속으로 숨기며 보여주면 복 나가 안받아가욕심쟁이보여줘어 내복이여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 7    
1f494,3시간 
1f633,오오오오슬리데린 뭔가 챠갑고 막 뭔가 아아아아아우라가 느껴지는 개구리초콜릿ㅅ 비싸서 하나밖에 못샀는데 아까워서 못먹겠어요ㅋㅋㅋㅋㅋㅋㅋㅋ
1f64c,으잌 그동안 멘션 없었던 저를 매우 쳐주세요ㅠ 새벽반에 주로 활동하게 되서 저야말루 언제든지 편하게 멘션주세요 언제든 환영합니닷 
1f60c,3 난장이라고 적으려 했지만 본인을 아끼는 마음에서 작고 귀여운 요정임니다 15
1f64f,다졍님 힘내세요 
1f44c,히읻 던이님 우주쵝오로ㅏ상냥하시구ㅠㅠㅠ야광봉 저야말로 요로시쿠 타장르 언급 괜찮습니다 217년은 함께 즐덕행덕ㄱ해요 던이님도 좋은 일만 가득하시길ㄹ 저도 다시한 번 잘 부탁드려요찡긋
1f601,알려주셔서 감사합니다 헤헤 잘 부탁드려요 렝지님 
1f609, 나도 어디안가 약속 
1f60a, 숙제 다했는데시간이ㅠㅠ아침부터 학원인데 헤헤 오빠들은 지금 자겠죠 그래야해요 피곤한 하루되지 않기위해 저두 언넝 자야겠어요 음지금 잘자요라구하면 시간이 쫌 그렇지만 오늘두 예쁜 꿈 꾸고 잘자요 
1f496,트와이스   1    
1f4aa, 오빠  뭐하세용  바쁘지요  화이팅 무리하지말고 쉬세요 
1f603,희희 이미 독감은 아니구얼마전에 아팠어서 이젠쌩쌩해요 
1f609,오호 
1f3b6,1월 6일의 프녤시 31   
1f62a,긋밤보내요오 저는 이만 자러 갑니다아 
1f609,다음은 누굴까 
1f61e,노블레스가 너무 전세계급 메이저라 생긴 일이라 생각하고 그러려니 이제 일일히 고나리 하기도 지친다
1f61c,아앟 어디가욬 메그밈 지옥은 2연성 
1f633,전화 일본어 오빠 일본어 기여어ㅋㅋㅋㅋㅋㅋ         
1f64a,헉 무슨 책일까요 궁금하구 
1f601,115 비스트오래보자  3번이용매번나눔해주셔서감사합니다 
1f3b6,넴 조아해요 
1f61c, 미녀누나 굿몽요 
1f60b,좋아영 
1f3b6,마조 들켜서 민망하다 숨어버잉애요 
1f64f,고화질 사진 부탁드립니다 
1f49c,엉ㅎ 성공적인 트친소가 되길바래 언니 새해 복 많이많이받아융
1f624,아 멘션온 대사 다 해준다며어어어어어어어 
1f618,사랑해요 
1f620,아녀 정말 실망입니다 
1f64a,기대할게여 
1f618,사랑해 동하 
1f4aa,좋아좋아  대박 오빠 화이팅  라비오빠 사랑해요 보고싶다  
1f622,너무 사랑스럽자나 
270c,생일축하합니다 행복하세요 건강하세요  
1f60d,앜ㅋ언니는 저 글씨가 맘에 안들었자만다들 좋아해주니 다행이댱 우리 올해도 열심히 방탄해서 천국가쟝이만이 스무살된거 넘나리 축하축 
1f44c,상대가 더블 트리플 양파를 해주면 
1f60a,첫번째가 이쁜뎅 
1f440, 오버오버 젤 좋아하는찜니 없어졌다 망개찜들이 얼른찾아줘라  
1f44a,투표해요 스밍해요 틴탑엔젤 빠이팅     
1f62d,아무 생각없이 마음껏 좋아하고 싶다 너무 좋은데도 한편으로는 조심스러워서 끙끙 그래도 너무 좋다 새해 복 많이 받으세요 217년에는 좋은 일만 가득하길 
1f616,안즈 무녀알바했대 
1f604,헉 당연하죠 화녕입니다 
1f44a,팡이님 화이또 하세요  꼭해결되길 바랄께요 
1f622,꾸망 
1f494, 졸린데 신났어ㅋㅋㅋㅋㅋㅋㅋ 지금의 수는 비밀 ㅎㅎㅎ 보러 가면 안돼 난 진짜 잘거야ㅏㅏㅏㅏㅏ 졸려ㅋㅋㅋㅋㅋㅋㅋㅋ 마빠이 
1f612,저는 퉤니원 정도를 기대했지만 
1f605,안부만 묻고 조용하 갑니다 우당탕탕탕 쏴리 
1f494,아 롸 내 사랑 이나 먹 어 요미 퉤 장염 진쟈 힘든 병 아니 니 나 접때 장염 걸리구 살 빠졋 는데  쩜 신낫서 야
1f3a7,  곁에 있어주길        7
1f604,넹 괜찮습니다 어서와요 저도 잘부탁드리고 소통 많이 많이 해요 저도 소통하는거 좋아해요 
1f62b,으으 그건 곶통 얼마 안남았잖아 힘 
1f64c,살짝 조금 이제 고쓰리 입문했고 해서 그래도 방학 땐 많이는 아니지만 가끔은 들어올 수 있어요 
2728,생일 축하해요 
1f62d,만드불빛은 팬들의 마음      사랑입니다
1f499,아 나기님이시구나  나기님 헤헤 잘부탁드려요 올 한해두 복 마않이 받으시구 저희 함께 좋은 추억 만들어보아요 
1f602, 안녕하세요 사슴님 그ㅡ그 다름이 아니라 구독팔로중 사슴님이 맞팔을 해주셔서 혹시 팔로실수하신게 아니신가싶어 멘션드려요 
1f60a,와ㅏㅏㅏㅏ 218 
1f62b,근데 다시는 216년 보고 싶지않오너무 끔찍했오 
1f4aa,  파이팅 
1f440,  좋은아침 맞는거지 아카아시군
1f52b,앗 내 팔레트 수화물로 보내버려써 죽어라시우놈
1f60e,글러브를 맞부딪히며 맞겨만 주세요 다 죽일 테다
1f610,새해 국모닝 
1f440,예ㅂ벙 텔라 호옥시 
1f440,오랜만에 탐라에 오니 장꾸님이 모하고계시나욤 
1f44c,냅 
2728,계속돼 도망쳐봐도 거짓 속에 빠져있어             514
1f633,감사합니당 수류님 잘부탁드려영 소통 자주자주 해용 
1f64f,와 어제 인공위성인지 뭔지 같이 있어서 더 예쁘다  했는데 금성이었다고 하네요 흐아아앙 오늘도 좋은 하루 되시옵소서 
1f3b6,조련사라 그런지 동물몰기에 꽤 소질이 있는걸 조련사씨 
1f601, 오늘도 따뜻한 밤을 만들어 줘서 고마워요 덕분에 슬프지 않은 밤이네요 올해 목표가 쉬는거라니 반드시 이루길 바래요 휴가 협의권도 아마 아직 있었죠 부디 성공하셔서 혼자만의 시간도 많이 가지시고 재충전의 시간이 되
1f609,헤헷 문열면 파주 
1f645,올해 18 된 훈올수니에요 계정 새로 판지 얼마 안돼서 트찐이고 쉬운 사람이니 편하게 다가와주세요 3까지만 받구 같순 초큼 가려요 갠타잡은 당연히 
1f60e,시아언니가기전엔만나야할텐데ㅔ에 
2728, 오빠 새해 복 많이 받으세요 217년도 오빠에게 우리에게 행복한 시간이 많이 있기를 바라고 있습니다 오늘부터 또 조금이라도 근사한 인간이 되도록 노력합니다 또 오빠 응원도 많이 생기면 좋겠다 올해도 잘 부탁 드립니다 
1f52b,총으로 쏴버리고 싶을 때 이거 많이 썼었는데 너무 장난감 물총스러워졌어 이게 대쳌ㅋㅋㅋㅋㅋ 아 나 너무 속상하다 정말 애플 이러지마 재미없어
1f604,늘어나지도 않을 뿐더러 아주 튼튼한 옷을 만들 수 있습니다 고가의 옷들은 이 작업을 거의 해준답니다 아주 얇은 소재라면 그에 맞는 테이프를 쓰는 것도 잊지 마세요 
1f60f,마쟈아 역시 딩굴딩굴하려면 쟈기랑 해야지이 그래서 쟈기 먹고싶은게 뭐야 내가 다 사준다규 허세왕
1f61c,엔시티의 인스타그램 업데이트 시두근두근    127   8135485631164641
1f611,   알겠어요제정신아닐때는 나랑있어요
1f3a7,2 아찔한만남앱  어플만남후기    성인폰팅 아이담채팅 예능 유탐 
